Sample,Timestamp_us,Intensity
6769,1692500,486
6770,1692750,482
6771,1693000,482
6772,1693250,484
6773,1693500,480
6774,1693750,479
6775,1694000,487
6776,1694250,481
6777,1694500,487
6778,1694750,479
6779,1695000,484
6780,1695250,480
6781,1695500,483
6782,1695750,484
6783,1696000,484
6784,1696250,480
6785,1696500,485
6786,1696750,476
6787,1697000,482
6788,1697250,481
6789,1697500,482
6790,1697750,482
6791,1698000,478
6792,1698250,488
6793,1698500,490
6794,1698750,486
6795,1699000,482
6796,1699250,487
6797,1699500,482
6798,1699750,480
6799,1700000,484
6800,1700250,482
6801,1700500,484
6802,1700750,479
6803,1701000,479
6804,1701250,478
6805,1701500,486
6806,1701750,483
6807,1702000,483
6808,1702250,484
6809,1702500,491
6810,1702750,486
6811,1703000,490
6812,1703250,479
6813,1703500,476
6814,1703750,484
6815,1704000,486
6816,1704250,483
6817,1704500,481
6818,1704750,482
6819,1705000,484
6820,1705250,479
6821,1705500,482
6822,1705750,477
6823,1706000,480
6824,1706250,483
6825,1706500,483
6826,1706750,483
6827,1707000,483
6828,1707250,480
6829,1707500,478
6830,1707750,487
6831,1708000,474
6832,1708250,483
6833,1708500,482
6834,1708750,476
6835,1709000,488
6836,1709250,482
6837,1709500,482
6838,1709750,484
6839,1710000,483
6840,1710250,481
6841,1710500,484
6842,1710750,488
6843,1711000,488
6844,1711250,489
6845,1711500,484
6846,1711750,488
6847,1712000,488
6848,1712250,490
6849,1712500,486
6850,1712750,478
6851,1713000,474
6852,1713250,479
6853,1713500,480
6854,1713750,475
6855,1714000,481
6856,1714250,479
6857,1714500,481
6858,1714750,479
6859,1715000,482
6860,1715250,482
6861,1715500,480
6862,1715750,475
6863,1716000,480
6864,1716250,476
6865,1716500,478
6866,1716750,472
6867,1717000,474
6868,1717250,479
6869,1717500,480
6870,1717750,480
6871,1718000,480
6872,1718250,484
6873,1718500,480
6874,1718750,478
6875,1719000,482
6876,1719250,487
6877,1719500,477
6878,1719750,482
6879,1720000,478
6880,1720250,481
6881,1720500,478
6882,1720750,481
6883,1721000,482
6884,1721250,482
6885,1721500,482
6886,1721750,486
6887,1722000,482
6888,1722250,482
6889,1722500,480
6890,1722750,476
6891,1723000,471
6892,1723250,478
6893,1723500,478
6894,1723750,467
6895,1724000,470
6896,1724250,466
6897,1724500,466
6898,1724750,475
6899,1725000,465
6900,1725250,468
6901,1725500,472
6902,1725750,478
6903,1726000,475
6904,1726250,481
6905,1726500,478
6906,1726750,476
6907,1727000,481
6908,1727250,477
6909,1727500,471
6910,1727750,479
6911,1728000,475
6912,1728250,472
6913,1728500,483
6914,1728750,486
6915,1729000,487
6916,1729250,481
6917,1729500,481
6918,1729750,482
6919,1730000,486
6920,1730250,481
6921,1730500,486
6922,1730750,480
6923,1731000,482
6924,1731250,482
6925,1731500,480
6926,1731750,480
6927,1732000,491
6928,1732250,484
6929,1732500,484
6930,1732750,483
6931,1733000,485
6932,1733250,490
6933,1733500,485
6934,1733750,485
6935,1734000,481
6936,1734250,487
6937,1734500,482
6938,1734750,494
6939,1735000,487
6940,1735250,493
6941,1735500,491
6942,1735750,495
6943,1736000,485
6944,1736250,492
6945,1736500,484
6946,1736750,486
6947,1737000,486
6948,1737250,487
6949,1737500,492
6950,1737750,487
6951,1738000,490
6952,1738250,484
6953,1738500,490
6954,1738750,491
6955,1739000,488
6956,1739250,487
6957,1739500,488
6958,1739750,483
6959,1740000,491
6960,1740250,487
6961,1740500,488
6962,1740750,488
6963,1741000,485
6964,1741250,482
6965,1741500,327
6966,1741750,1003
6967,1742000,210
6968,1742250,1298
6969,1742500,1851
6970,1742750,2048
6971,1743000,2048
6972,1743250,2048
6973,1743500,2048
6974,1743750,1946
6975,1744000,1162
6976,1744250,1073
6977,1744500,858
6978,1744750,497
6979,1745000,498
6980,1745250,487
6981,1745500,492
6982,1745750,487
6983,1746000,494
6984,1746250,487
6985,1746500,484
6986,1746750,481
6987,1747000,481
6988,1747250,482
6989,1747500,481
6990,1747750,480
6991,1748000,484
6992,1748250,474
6993,1748500,478
6994,1748750,481
6995,1749000,485
6996,1749250,479
6997,1749500,480
6998,1749750,488
6999,1750000,483
7000,1750250,488
7001,1750500,491
7002,1750750,487
7003,1751000,488
7004,1751250,494
7005,1751500,482
7006,1751750,494
7007,1752000,496
7008,1752250,486
7009,1752500,482
7010,1752750,474
7011,1753000,465
7012,1753250,475
7013,1753500,467
7014,1753750,471
7015,1754000,464
7016,1754250,475
7017,1754500,479
7018,1754750,478
7019,1755000,483
7020,1755250,481
7021,1755500,483
7022,1755750,487
7023,1756000,491
7024,1756250,484
7025,1756500,488
7026,1756750,498
7027,1757000,497
7028,1757250,498
7029,1757500,506
7030,1757750,493
7031,1758000,508
7032,1758250,512
7033,1758500,512
7034,1758750,512
7035,1759000,512
7036,1759250,512
7037,1759500,512
7038,1759750,512
7039,1760000,512
7040,1760250,512
7041,1760500,534
7042,1760750,512
7043,1761000,512
7044,1761250,512
7045,1761500,512
7046,1761750,512
7047,1762000,512
7048,1762250,512
7049,1762500,512
7050,1762750,512
7051,1763000,512
7052,1763250,510
7053,1763500,510
7054,1763750,510
7055,1764000,512
7056,1764250,507
7057,1764500,510
7058,1764750,512
7059,1765000,512
7060,1765250,510
7061,1765500,504
7062,1765750,504
7063,1766000,508
7064,1766250,509
7065,1766500,509
7066,1766750,508
7067,1767000,506
7068,1767250,502
7069,1767500,510
7070,1767750,511
7071,1768000,504
7072,1768250,502
7073,1768500,508
7074,1768750,511
7075,1769000,508
7076,1769250,507
7077,1769500,510
7078,1769750,504
7079,1770000,506
7080,1770250,511
7081,1770500,506
7082,1770750,508
7083,1771000,510
7084,1771250,502
7085,1771500,498
7086,1771750,497
7087,1772000,500
7088,1772250,497
7089,1772500,497
7090,1772750,492
7091,1773000,497
7092,1773250,496
7093,1773500,496
7094,1773750,502
7095,1774000,497
7096,1774250,497
7097,1774500,492
7098,1774750,490
7099,1775000,493
7100,1775250,497
7101,1775500,493
7102,1775750,492
7103,1776000,486
7104,1776250,491
7105,1776500,493
7106,1776750,478
7107,1777000,475
7108,1777250,470
7109,1777500,468
7110,1777750,469
7111,1778000,470
7112,1778250,475
7113,1778500,472
7114,1778750,474
7115,1779000,472
7116,1779250,471
7117,1779500,471
7118,1779750,465
7119,1780000,470
7120,1780250,465
7121,1780500,467
7122,1780750,467
7123,1781000,467
7124,1781250,470
7125,1781500,472
7126,1781750,468
7127,1782000,469
7128,1782250,465
7129,1782500,472
7130,1782750,468
7131,1783000,467
7132,1783250,467
7133,1783500,468
7134,1783750,468
7135,1784000,465
7136,1784250,467
7137,1784500,465
7138,1784750,474
7139,1785000,465
